Lab;Predio;Sala;Detalhe sala (mesa, armário, etc);Nome Equipamento ;Apelido;Tipo;Fabricante;Moeda;Custo de aquisição;Agência financiadora;ID_grupo (partes do mesmo conjunto têm o mesmo número de ID_grupo);Responsável;Potência elétrica;Unidade potencia elétrica;Tensão elétrica minima (V);Tensão elétrica máxima (V);Detalhe da alimentação elétrica (bivolt, trifásico, etc);Outras alimentações (ar, água, etc);Modelo;Spec1;Unidade Spec1;Spec2;Unidade Spec2;Nacionalidade;Ano de aquisição ;Apelido projeto compra;Sistema de patrimônio principal;Numero de patrimônio principal;Finalidade principal;Intervalo de calibração;Condição Equipamento;Data Atualização;Pasta de documentos;OBS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;auxiliar
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 02 - Sala de Peneiras;Bancada;Ultra-som;;Ultrassom;#NOME?;325;#NOME?;LPM10UL002;Thorton;;;;;Filipe;200;W;110;110;Monofásico;;T50;;;;;;;Ativo IPT;;;lavagem de peneiras;Não aplicável;Em funcionametno;16/09/2022;LPM10UL002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 02 - Sala de Peneiras;;Câmara climática;;Outros;#NOME?;326;#NOME?;LPM10XX004;Solab;;;;;Filipe;2000;W;220;220;;;SL-206/300;;;;;Brasileira;;Moderniza;IPT geral;6685;determinação de umidade crítica e relativa de materiais ;;Em manutenção;16/09/2022;LPM10XX006;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 03 - Caracterização de Aglomerados;;Balança de precisão;;Balança;#NOME?;327;#NOME?;LPM10BL003;Toledo do Brasil;;;;;Matheus;12;W;100;240;;;PS6000;;;;;;2020;;IPT blue;24197;Pesagem;;Em funcionamento;16/09/2022;LPM10BL004;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 03 - Caracterização de Aglomerados;;Forno Mufla;;Forno;#NOME?;328;#NOME?;LPM10FO001;Jung;;;;;Matheus;1,1;kW;220;220;;;;;;;;;2013;;IPT geral;19135;Ensaios Térmicos em Aglomerados;;Em funcionamento;16/09/2022;LPM10FO001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 03 - Caracterização de Aglomerados;;Forno Mufla;;Forno;#NOME?;329;#NOME?;LPM10FO002;Fortelab;;;;;Matheus;3000;W;220;220;;;;;;;;;2013;;IPT geral;19136;Ensaios Térmicos em Aglomerados;;Em funcionamento;16/09/2022;LPM10FO002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 03 - Caracterização de Aglomerados;;Máquina Universal de Ensaios ;;Prensa;#NOME?;330;#NOME?;LPM10PR001;Shimadzu;;;;;Matheus;;;220;220;;;AGS-X;;;;;Japonesa;2019;Fapesp;IPT blue;23520;Avaliar resistência à compressão;;Em funcionamento;16/09/2022;LPM10PR001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 03 - Caracterização de Aglomerados;;Misturador Intensivo;;Misturador;#NOME?;331;#NOME?;LPM10MT001;Eirich;;;;;Matheus;;;220;220;;;R02E;;;;;Brasileira;2009;Moderniza;IPT geral;6668;Misturar materiais diversos;;Em funcionamento;16/09/2022;LPM10MT001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 03 - Caracterização de Aglomerados;;Pastilhadeira;;Outros;#NOME?;332;#NOME?;LPM10XX005;Fabbe;;;;;Matheus;;;220;220;;;;;;;;;;;IPT geral;6670;Produzir pastilhas;;Em manutenção;16/09/2022;LPM10XX011;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 03 - Caracterização de Aglomerados;;Prensa hidráulica;;Prensa;#NOME?;333;#NOME?;LPM10PR002;Ciola;;;;;Matheus;5;HP;220;;;;4CA -40M;;;;;Brasileira;1975;Ativo IPT;IPT geral;6669;Produzir briquetes para ensaio;;Em funcionamento;16/09/2022;LPM10PR003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Autoclave vertical;;Outros;#NOME?;334;#NOME?;LPM10XX006;Quimis;;;;;Filipe;2000;W;220;220;;;Q290M22;;;;;Brasileira;2008;Moderniza;IPT geral;6686;Amolecimento de fibras;;Em funcionamento;16/09/2022;LPM10XX005;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;agitador de peneiras suspenso;;Agitador;#NOME?;335;#NOME?;LPM10AG004;Solotest;;;;;Matheus;1;HP;220;220;;Monofásico;8 polegadas;;;;;Brasileira;;Moderniza;IPT blue;43222;classificar amostras;;Em funcionamento;23/09/2022;LPM10AG004;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Britador Cônico;;Britador;#NOME?;336;#NOME?;LPM10BR001;Ogawa Sampling;;;;;Matheus;2,2;kW;220;220;;Trifásico;OSK152-8;;;;;Japonesa;1986;JICA 1985;IPT geral;35644;Rebritar amostras;;Em funcionamento;23/09/2022;LPM10BR001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Britador de mandíbulas;;Britador;#NOME?;337;#NOME?;LPM10BR002;Ogawa Sampling;;;;;Matheus;2,2;kW;220;220;;Trifásico;OSK 132;;;;;Japonesa;1985;JICA 1985;;;Rebritar amostras;;Em manutenção;23/09/2022;LPM10BR002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Britador de maníbulas (Blake);;Britador;#NOME?;338;#NOME?;LPM10BR003;Ogawa Sampling;;;;;Matheus;2,2;kW;220;220;;Trifásico;OSK 131-3;;;;;Japonesa;1985;JICA 1985;IPT red;1564;Britar amostras;;Em manutenção;23/09/2022;LPM10BR003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;"Misturador tipo ""V""";;Misturador;#NOME?;339;#NOME?;LPM10MT002;Tokujo Kosakusho;;;;;Filipe;0,1;kW;110;110;;Trifásico;VI-10;;;;;Japonesa;1985;JICA 1985;IPT red;1571;Homogeneizar amostras;;Em funcionamento;23/09/2022;LPM10MT002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas (WI);;Moinho;#NOME?;340;#NOME?;LPM10MO002;Faço;;;;;Matheus;1;HP;220;220;;;"MBO 12""X12""";;;;;Brasileira;1982;Ativo IPT;IPT geral;6861;Ensaios de moabilidade;;Em funcionamento;23/09/2022;LPM10MO001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas/barras;;Moinho;#NOME?;341;#NOME?;LPM10MO003;Yoshida Seisakusho;;;;;Matheus;0,2;kW;110;110;;;1140;70;RPM;;;Japonesa;1985;JICA 1985;IPT red;1568;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas/barras;;Moinho;#NOME?;342;#NOME?;LPM10MO004;Yoshida Seisakusho;;;;;Matheus;0,2;kW;110;110;;;1140A;70;RPM;;;Japonesa;1985;JICA 1985;IPT red;1567;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de bolas/barras;;Moinho;#NOME?;343;#NOME?;LPM10MO005;Yoshida Seisakusho;;;;;Matheus;0,2;HP;110;110;;;1138B;75;RPM;;;Japonesa;1985;JICA 1985;IPT geral;1566;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO004;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Moinho de disco;;Moinho;#NOME?;344;#NOME?;LPM10MO006;Yoshida Seisakusho;;;;;Matheus;1,5;kW;220;220;;Trifásico;1025-B;570;RPM;;;Japonesa;1985;JICA 1985;IPT red;1565;Cominuição de materiais;;Em funcionamento;23/09/2022;LPM10MO005;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 10 - Secagem;;Conjunto de lâmpadas para secagem;;Estufa;#NOME?;345;#NOME?;LPM10ET001;IPT;;;;;Filipe;;;220;;;;;;;;;Brasileira;;Ativo IPT;;35650;Secagem de amostras;;Em Funcionamento;09/09/2022;LPM10ET001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 10 - Secagem;Bancada;Deionizador;;Purificador de Agua;#NOME?;346;#NOME?;LPM10PA001;Permution;;;;;Francisco;9;W;110;;;Água;DE 1800 Evolution;;;;;;;;;3910;Deionizar a água;;Em Manutenção;09/09/2022;LPM10PA001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 10 - Secagem;Bancada;Estufa;;Estufa;#NOME?;347;#NOME?;LPM10ET002;Fanem;;;;;N/D;1500;W;220;;;;520 / 2C;;;;;;;;;3907;Secagem de amostras;;Em Funcionamento;09/09/2022;LPM10ET002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 12 - Ensaios de concentração á seco;;Seladora de plásticos;;Seladora;#NOME?;348;#NOME?;LPM10SL002;0;;;;;Jefferson;;;110;220;;;500;;;;;Brasileira;;Moderniza;IPT geral;3919;selar amostras em sacos plásticos;;Em manutenção;23/09/2022;LPM10SL002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 12 - Ensaios de concentração á seco;;Separador eletrostático;;Separador Eletrostático;#NOME?;349;#NOME?;LPM10SE001;Carpco, Inc. Co.;;;;;Jefferson;;;220;220;;Monofásico;HT 111-15;;;;;Norte Americano;1983;JICA 1985;FIPT geral;1552;Separação por condutividade elétrica;;Em manutenção;30/09/2022;LPM10SE001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 12 - Ensaios de concentração á seco;;Separador magnético a seco;;Separador Magnético;#NOME?;350;#NOME?;LPM10SM001;Nippon;;;;;Jefferson;100;W;;;;Monofásico;NJ-G-30+30;;;;;Japonesa;1985;JICA 1985;IPT red;1553;Separar materiais magnéticos;;Em funcionamento;23/09/2022;LPM10SM003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Bomba à vacuo;;Bomba;#NOME?;351;#NOME?;LPM10BB003;Solab;;;;;N/D;250;W;220;;;;SL-60;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;pHmetro;;Phmetro;#NOME?;352;#NOME?;LPM10PH002;Marconi;;;;;N/D;;;110;220;;;MA-522;;;;;;;BNDES;;;medir pH nanopartículas;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 02 - Sala de Peneiras;Guardado dentro da bancada;Balança de precisão;;Balança;#NOME?;353;#NOME?;LPM10BL004;Ohaus;;;;;Filipe;;;110;;;;EP6102C;;;;;;;;IPT geral;11956;Pesar materiais;;Em manutenção;18/10/2022;LPM10BL002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 02 - Sala de Peneiras;Guardado dentro da bancada;Etiquetaderia;;Outros;#NOME?;354;#NOME?;LPM10XX007;Toledo;;;;;Filipe;;;;;;;451;;;;;;;;IPT geral;3922;Imprimir etiquetas de materiais pesados;;Fora de uso;18/10/2022;LPM10XX003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;;;Microscópio estereoscópio;;Microscopio;#NOME?;355;#NOME?;LPM02MP003;Leica;;;;;N/D;;;;;;;;;;;;;2010;BNDES;;;Análise microscópica de partículas;;;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;2;;;Purificador de água;;Purificador de Agua;#NOME?;356;#NOME?;LPM02PA002;Milli-Q/Millipore;;;;;N/D;80;VA;120;230;;;Rios 5;;;;;França;2009;;;;;;;30/09/2022;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Armário das peneiras;;Outros;#NOME?;357;#NOME?;LPM10XX008;;;;;;N/D;;;;;;;;;;;;;;;;;;;Tirar da lista;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Dessecador (novos);;Outros;#NOME?;358;#NOME?;LPM10XX009;;;;;;N/D;;;;;;;;;;;;;;Moderniza;;;Preservação de umidade de materiais;;Tirar da lista;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Dessecador (novos);;Outros;#NOME?;359;#NOME?;LPM10XX010;;;;;;N/D;;;;;;;;;;;;;;Moderniza;;;Preservação de umidade de materiais;;Tirar da lista;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Extrusora;;Outros;#NOME?;360;#NOME?;LPM10XX011;;;;;;N/D;;;220;;;;;;;;;;;;;;;;Foi descartado;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Prensa;;Prensa;#NOME?;361;#NOME?;LPM10PR003;Solotest;;;;;N/D;;;;;;;S-30-PR-M;;;;;Brasileira ;1996;;;;Ensaios de resistência à compressão;;Foi descartado;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 09 - Ensaios de W.I.;;Peneira Giratória;;Peneira;#NOME?;362;#NOME?;LPM10PN001;Tokujo Kosakusho;;;;;Matheus;0,2;kW;110;110;;Monofásico;GS-AIP-AM-Especial;;;;;Japonesa;;JICA 1985;IPT geral;35643;Peneirar materiais;;Em funcionamento;30/09/2022;LPM10PN001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Almofariz Mecânico;;Moinho;#NOME?;363;#NOME?;LPM10MO007;Aichi Denki Kosakusho;;;;;Francisco;39;W;100;100;;;ANM-1000;;;;;Japonesa;1985;JICA 1985;IPT geral;37495;Moer materiais a seco;;Em funcionamento;28/10/2022;LPM10MO006;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;21;Sala de ensaios;;Centrífuga;;Outros;#NOME?;364;#NOME?;LPM21XX001;Kubota;;;;;Filipe;400;W;110;110;Monofásico;;KS-3000P;;;;;Japonesa;1986;JICA 1985;IPT geral;35651;Decantar partículas sólidas;;Em funcionamento;30/09/2022;LPM10XX012;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;21;Sala de ensaios;;Conjunto de lâmpadas para secagem;;Estufa;#NOME?;365;#NOME?;LPM21ET001;IPT;;;;;N/D;;;;;;;;;;;;;;Ativo IPT;IPT geral;35677;Secagem de materiais;;Em funcionamento;18/10/2022;LPM10ET003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Estufa de secagem;;Estufa;#NOME?;366;#NOME?;LPM10ET003;Lutz Ferrando;;;;;N/D;;;220;;;;;;;;;Brasileira;;Ativo IPT;;;Secagem de materiais;;Foi descartado;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Estufa de secagem (antiga);;Estufa;#NOME?;367;#NOME?;LPM10ET004;Fanem;;;;;N/D;;;220;;;;320;;;;;Brasileira;;Ativo IPT;;;Secagem de materiais;;Foi descartado;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Estufa de secagem (antiga);;Estufa;#NOME?;368;#NOME?;LPM10ET005;SOC. FABBE;;;;;N/D;;;;;;;116;;;;;Brasileira;;Ativo IPT;;;secagem de materiais a baixa temperatura;;Foi descartado;28/10/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 10 - Secagem;;Estufa de secagem (nova);;Estufa;#NOME?;369;#NOME?;LPM10ET006;Fanem;;;;;N/D;;;220;220;;;320E;;;;;Brasileira;;Moderniza;IPT geral;6857;Secagem de materiais;;Em funcionamento;30/09/2022;LPM10ET007;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;;;Politriz;;Outros;#NOME?;370;#NOME?;LPM10XX012;;;;;;N/D;;;;;;;;;;;;;;;;;;;Foi descartado;30/09/2022;;Tirar da lista;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Filtro à vácuo;;Filtro;#NOME?;371;#NOME?;LPM10FI001;Sanwa Rikoh;;;;;Jefferson;400;W;100;100;;Monofásico;SN;;;;;Japonesa;1985;JICA 1985;IPT geral;35655;Secagem de materiais;;Em manutenção;30/09/2022;LPM10FI001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 11 -  Ensaios de concentração á úmido;;jigue;;Separador Densitário;#NOME?;372;#NOME?;LPM10SD001;Deco;;;;;Jefferson;;;;;;;H469A;;;;;;;Ativo IPT;IPT geral;37187;Concentração por densidade;;Em funcionamento;30/09/2022;LPM10SD001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Jigue;;Separador Densitário;#NOME?;373;#NOME?;LPM10SD002;Denver;;;;;N/D; 1/4;HP;220;220;;Monofásico;"4""x 6""";1145;RPM;;;Norte Americano;1968;Ativo IPT;IPT geral;6856;Concentração por densidade;;Em funcionamento;30/09/2022;LPM10SD002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Mesa vibratória;;Separador Densitário;#NOME?;374;#NOME?;LPM10SD003;OTA Iron Works/Wilfley;;;;;Jefferson;400;W;220;220;;Trifásico;1000X450 250-450;;;;;Japonesa;;JICA 1985;IPT geral;1558;Separação de materiais por densidade;;Em funcionamento;30/09/2022;LPM10SD003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de cominuição;;Misturador/alimentador de polpa;;Misturador;#NOME?;375;#NOME?;LPM10MT003;ALP CO., LTD;;;;;Jefferson;;;100;100;;Monofásico;S 202;;;;;;;Ativo IPT;IPT geral;37199;alimentação de polpas aos equip.;;Em funcionamento;30/09/2022;LPM10MT003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Separador magnético a úmido de alta intensidade;;Separador Magnético;#NOME?;376;#NOME?;LPM10SM002;Eriez;;;;;Jefferson;3000;W;;;;;WLIMS;;;;;Japonesa;1985;JICA 1985;IPT red;1556;Separar materiais magnéticos;;Em funcionamento;30/09/2022;LPM10SM001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 11 -  Ensaios de concentração á úmido;;Separador magnético a úmido de tambor;;Separador Magnético;#NOME?;377;#NOME?;LPM10SM003;Eriez;;;;;Jefferson;0,4;kW;110;;;;L-8;;;;;Japonesa;1985;JICA 1985;IPT geral;1555;Separar materiais magnéticos;;Em funcionamento;30/09/2022;LPM10SM002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;Mesanino;Hidrociclone;;Ciclone;#NOME?;378;#NOME?;LPM10CC001;Cimaq;;;;;N/D;;;;;;;"Diâmetro 3""";;;;;Brasileira;;Ativo IPT;IPT blue;23995;Classificar materiais;;Em funcionamento;28/10/2022;LPM10CC001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;Mesanino;Hidrociclone;;Ciclone;#NOME?;379;#NOME?;LPM10CC002;Cimaq;;;;;N/D;;;;;;;"Diâmetro 2""";;;;;Brasileira;;Ativo IPT;IPT blue;07210;Classificar materiais;;Em funcionamento;18/10/2022;LPM10CC002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;Mesanino;Hidrociclone;;Ciclone;#NOME?;380;#NOME?;LPM10CC003;Cimaq;;;;;N/D;Não aplicável;;;;;;"Diâmetro 4""";;;;;Brasileira;;Ativo IPT;IPT geral;35067;Classificar materiais;;Em funcionamento;28/10/2022;LPM10CC003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;21;Mesanino;;Quarteador de amostras tipo Jones;;Quarteador;#NOME?;381;#NOME?;LPM21QT001;Kiya Seisakusho;;;;;Matheus;;;;;;;Vários;;;;;Japonesa;1986;JICA 1985;IPT geral;36635;Quartear amostras;;Em funcionamento;18/10/2022;LPM10QT001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 12 - Ensaios de concentração á seco;Bancada;Separador magnético isodinâmico;Frantz;Separador Magnético;#NOME?;382;#NOME?;LPM10SM004;Frantz;;;;;Jefferson;;;115;115;;;L - 1;;;;;Brasileira;2010;Moderniza;IPT geral;16813;Seapração por magnetismo;;Em funcionamento;30/09/2022;LPM10SM004;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Agitador de peneiras quadradas;;Peneira;#NOME?;383;#NOME?;LPM10PN002;Solo Test;;;;;Filipe;;;220;220;;;50x50;;;;;Brasileira;2009;Moderniza;IPT geral;;Peneirar materiais volumosos;;Em funcionamento;30/09/2022;LPM10PN002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Sala 12 - Ensaios de concentração á seco;;Balança de plataforma;;Balança;#NOME?;384;#NOME?;LPM10BL005;Líder;;;;;Jefferson;;;220;220;;;B650;;;;;;;;IPT blue;20685;Pesar materiais;;Em manutenção;30/09/2022;LPM10BL005;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;Bancada;Bolomêtro;;Disco;#NOME?;385;#NOME?;LPM10DI001;Fabbe;;;;;Filipe;0,5;cv;220;220;;Trifásico;;;;;;;;;FIPT geral;6658;Aglomeração de finos;;Em funcionamento;30/09/2022;LPM10DI001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Briquetadeira;;Briquetadeira;#NOME?;386;#NOME?;LPM10BQ001;Lippel;;;;;Filipe;75;HP;380;380;;;BP 1000 A;;;;;;;;IPT geral;17025;Aglomeração de biomassa;;Em funcionamento;30/09/2022;LPM10BQ001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Briquetadeira de Pistão*;;Briquetadeira;#NOME?;387;#NOME?;LPM10BQ002;Lippel;;;;;Filipe;38;KW;220;220;;Àgua;BL 65/150;;;;;Brasileira;2009;Moderniza;FIPT geral;17026;Produzir briquetes;;Em funcionamento;30/09/2022;LPM10BQ002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Briquetadeira de rolos;;Briquetadeira;#NOME?;388;#NOME?;LPM10BQ003;Renard;;;;;Filipe;10;HP;220;220;;Trifásico;BQ-407:01.02.03.04.05;1750;RPM;;;Brasileira;1977;Ativo IPT;IPT geral;6690;Produzir briquetes;;Em funcionamento;30/09/2022;LPM10BQ003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Circuito de moagem a seco;;Moinho;#NOME?;389;#NOME?;LPM10MO008;Renard;;;;;Filipe;20;cv;220;220;;Trifásico;;250;kg/h;;;Brasileiro;;Ativo IPT;IPT geral;6692;Moer materiais a seco;;Em Manutenção;30/09/2022;LPM10MO007;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Compressor novo;;Compressor;#NOME?;390;#NOME?;LPM10CP001;Schulz;;;;;Filipe;;;220;220;;;MSWV 60 F;175;lbf/Pol2;60;pes3/min;;;;;;Comprimir o ar;;Em funcionamento;30/09/2022;LPM10CP001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Disco pelotizador;;Disco;#NOME?;391;#NOME?;LPM10DI002;Lurgi;;;;;Filipe;2,2;kW;220;220;;Água;HPE-00-1524-00;;;;;Norte Americano;1986;Ativo IPT;IPT geral;6699;Pelotizar materiais;;Em funcionamento;30/09/2022;LPM10DI002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Disco pelotizador;;Disco;#NOME?;392;#NOME?;LPM10DI003;IPT;;;;;Filipe;;;220;220;;Água;IPT - Ø 1 Metro;;;;;Brasileira;1975;Ativo IPT;;;Pelotizar materiais;;Em funcionamento;28/10/2022;LPM10DI003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Disco pelotizador;;Disco;#NOME?;393;#NOME?;LPM10DI004;Eirich;;;;;Filipe;1,5;kW;220;380;;Água;TR10;;;;;Brasileira;1978;Ativo IPT;IPT geral;35984;Pelotizar materiais;;Em funcionamento;30/09/2022;LPM10DI004;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;Bancada;Disco pelotizador;;Disco;#NOME?;394;#NOME?;LPM10DI005;Erweka;;;;;Filipe;0,5;cv;110;220;Trifásico;;AR 400;;;;;;;;FIPT geral;6702;Pelotizar materiais;;Em manutenção;30/09/2022;LPM10DI005;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão de Aglomeração;;Estufa de secagem;;Estufa;#NOME?;395;#NOME?;LPM10ET007;Fanem;;;;;Filipe;5;kW;220;220;Trifásico;;320E MP;;;;;Brasileira;;Moderniza;IPT geral;6671;Secagem de materiais;;Em funcionamento;30/09/2022;LPM10ET008;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Rua;;Misturador;;Misturador;#NOME?;396;#NOME?;LPM04MT001;Simpson;;;;;Omar;;;220;;Trifásico;;05 F. FIXO;;;;;Norte Americano;;Ativo IPT;;;Misturar materiais;;Em processo de descarte;04/10/2022;LPM10MT004;;;
