Lab;Predio;Sala;Detalhe sala (mesa, armário, etc);Nome Equipamento ;Apelido;Tipo;Fabricante;Moeda;Custo de aquisição;Agência financiadora;ID_grupo (partes do mesmo conjunto têm o mesmo número de ID_grupo);Responsável;Potência elétrica;Unidade potencia elétrica;Tensão elétrica minima (V);Tensão elétrica máxima (V);Detalhe da alimentação elétrica (bivolt, trifásico, etc);Outras alimentações (ar, água, etc);Modelo;Spec1;Unidade Spec1;Spec2;Unidade Spec2;Nacionalidade;Ano de aquisição ;Apelido projeto compra;Sistema de patrimônio principal;Numero de patrimônio principal;Finalidade principal;Intervalo de calibração;Condição Equipamento;Data Atualização;Pasta de documentos;OBS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;auxiliar
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Forno de Voltametria;;Forno;#NOME?;251;#NOME?;LPM04FO011;Fortelab;;;;;N/D;16000;W;220;;;;POBA 1400/E;;;;;BRASILEIRA;;CBMM-Didimio;;IPT vermelha-005216;Forno tipo poço para fusão de sais (ensaios de voltametria);;Sem uso;29/09/2022;LPM04FO011;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Forno Thermal;;Forno;#NOME?;252;#NOME?;LPM04FO012;Thermal Technology Inc.;;;;;N/D;;;220;;;;Serial No. C 003-9901;;;;;;;;;IPT vermelha-83130 e IPT vermelha-000638;Fusão de metais a alta temperatura;;Em funcionamento;29/09/2022;LPM04FO013;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Forno Elétrico Termolab 5439;;Forno;#NOME?;253;#NOME?;LPM04FO013;Termolab ;;;;;N/D;;;220;;;;;;;;;Portugal;;;;IPT vermelha-005439;Forno poço com retorta metálica ou ceramica (ensaios com pelotas);;Em funcionamento;29/09/2022;LPM04FO014;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Gas Analysis System Pfeiffer;;Analisador Quimico;#NOME?;254;#NOME?;LPM04AQ001;Pfeiffer vacuum;;;;;Omar;;;110;220;;;GSD 320 03(2016/03);;;;;;;;;IPT azul-0021204;Analisador de Gases;;Sem funcionar há anos;28/10/2022;LPM04AQ001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Balança de Precisão 4863;;Balança;#NOME?;255;#NOME?;LPM04BL004;Marte;;;;;N/D;6,7;W;110;220;;;AS-5500, No.246790;;;;;BRASILEIRA;1999;;;IPT azul-36236 e IPT cinza-004863;Pesagens diversas;;;28/10/2022;LPM04BL003;Ano de FABRICAÇÃO, não de aquisição!;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Chiller;;Resfriador;#NOME?;256;#NOME?;LPM04RF001;Eyela;;;;;N/D;1,1;kW;100;;;;Cool Ace CA-1110;;;;;Japão;;;;;Resfriador de água;;;;LPM04RF001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Banho Maria Marconi;;Banho;#NOME?;257;#NOME?;LPM04BA002;Marconi;;;;;Omar;1800;W;220;;;;MA-127, série-0473335;;;;;BRASILEIRA;;;;IPT azul-39064 e IPT cinza-004905;Banho Maria;;em funcionamento;14/10/2022;LPM04BA002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Sala dos Fornos de Alta Temperatura;;Chiller Resfriador de Água Portátil LAUDA;;Resfriador;#NOME?;258;#NOME?;LPM04RF002;Lauda;;;;;N/D;1,6;kW;220;;;;M3 Lauda;;;;;Germany;;;;IPT azul-35370 e IPT cinza-004879;Resfriador de água de bancada;;Em funcionamento;29/09/2022;LPM04RF002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno Poço Fortelab/Inti(João Oswaldo);;Forno;#NOME?;259;#NOME?;LPM04FO014;Inti Fornos e Equipamentos;;;;;N/D;8500;W;220;;;;POF 1700/F;;;;;BRASILEIRA;;Intercement;;IPT azul-020825;Fusão de escórias;;Em funcionamento;29/09/2022;LPM04FO015;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno Grion 1400(John);;Forno;#NOME?;260;#NOME?;LPM04FO015;Grion;;;;;N/D;20;kW;220;;;;No. De série: 1524;;;;;BRASILEIRA;2012;;;IPT cinza-013118;Calcinações e aquecimentos diversos;;Em funcionamento;29/09/2022;LPM04FO016;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Cut Off;;Outros;#NOME?;261;#NOME?;LPM04XX005;Buehler;;;;;N/D;;;220;;;;No. De série: 217-A-907;;;;;;;;;IPT cinza-004931, IPT azul-48108 e IPT azul-01313;Corte de amostras metalográficas;;Em manutenção;29/09/2022;LPM04XX006;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Furadeira;;Ferramentas;#NOME?;262;#NOME?;LPM04FE015;Almeida Land AS;;;;;N/D;;;220;;;;;;;;;;;;;IPT azul-17610, IPT azul-49805 e IPT cinza-004930;Furações em geral;;Em funcionamento;29/09/2022;LPM04FE002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno de Soleira Condutora;;Forno;#NOME?;263;#NOME?;LPM04FO016;Combustol;;;;;N/D;30;kVA;220;;;;F1019;;;;;;1976;;;IPT cinza-004927 e IPT azul-06350;Fusão de minérios metálicos;;Em funcionamento;29/09/2022;LPM04FO017;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno Eletro Slag;;Forno;#NOME?;264;#NOME?;LPM04FO017;Consarc;;;;;N/D;;;;;;;;;;;;;;;;IPT azul-06353, IPT azul-23618 e IPT cinza-004914;Forno de refino por escória;;Em processo de descarte;29/09/2022;LPM04FO018;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno Stokes Vácuo/Ar;;Forno;#NOME?;265;#NOME?;LPM04FO018;Stokes Vacuum Equipment;;;;;N/D;18;kW;440;;;;437-519 Serial: E-92557;;;;;;;;;IPT azul-23619, IPT azul-06526 e IPT cinza-004915;Fusão de metais e ligas;;Em processo de descarte;29/09/2022;LPM04FO019;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno FIA/GCA;;Forno;#NOME?;266;#NOME?;LPM04FO019;GCA Vacuum Industries/VIP Inductotherm Corp.;;;;;N/D;120;kW;440;;;;6054-2;;;;;;;;;IPT cinza-004921 e IPT azul-06360;Fusão de metais e ligas;;em funcionamento;29/09/2022;LPM04FO020;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno Grion de Solidificação Direcional(Denir);;Forno;#NOME?;267;#NOME?;LPM04FO020;Grion;;;;;N/D;55;kW;220;;;;No. Série: 1532;;;;;BRASILEIRA;2012;;;IPT cinza-015866;Fusão de Silício Metálico com Solidificação Direcional;;Descartado;29/09/2022;LPM04FO021;Foi descartado durante as obras na pandemia;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Balança Digital Marte-40 kg;;Balança;#NOME?;268;#NOME?;LPM04BL005;Marte;;;;;N/D;;;110;220;;;A 40 K;;;;;;1989;;"Preenchido ""sem número""";sem número;Pesagens diversas;;;;LPM04BL005;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Balança Filizola 10 kg;;Balança;#NOME?;269;#NOME?;LPM04BL006;Filizola;;;;;N/D;;;;;;;;;;;;;;;;IPT cinza-004925, IPT azul-22556 e IPT azul-23647;Pesagens diversas;;Em funcionamento;28/10/2022;LPM04BL006;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Balança Ohaus 311g;;Balança;#NOME?;270;#NOME?;LPM04BL007;Ohaus;;;;;N/D;;;;;;;Cent-O-Gram;;;;;;;;"Preenchido ""sem número""";sem número;Pesagens diversas;;;;LPM04BL007;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Balança Marte 610g;;Balança;#NOME?;271;#NOME?;LPM04BL008;Marte;;;;;N/D;;;;;;;;;;;;;;;;IPT azul-17647, IPT azul-23648 e IPT cinza-004926;Pesagens diversas;;;;LPM04BL008;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Balança Filizola 200kg;;Balança;#NOME?;272;#NOME?;LPM04BL009;Filizola;;;;;Omar;;;;;;;;;;;;;;;;IPT azul-23650, IPT azul-19418 e IPT cinza-004933;Pesagens diversas;;Descartando;04/10/2022;LPM04BL009;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno de Solidificação Controlada Maitec(Moysés/Wagner);;Forno;#NOME?;273;#NOME?;LPM04FO021;Fortelab;;;;;N/D;15000;W;220;;;;40/2011;;;;;BRASILEIRA;2011;Proj. Silício;;IPT cinza-013779;Fusão de Silício Metálico;;Desligado aguardando decisão Moyses;29/09/2022;LPM04FO022;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Forno de Eletrólise;;Forno;#NOME?;274;#NOME?;LPM04FO022;Fortelab;;;;;N/D;15000;W;220;;;;056 2014 POBA 1200/FEEL;;;;;BRASILEIRA;2014;CBMM ;;IPT vermelha-005274 e IPT vermelha-005217;Ensaios de eletrólise;;;28/10/2022;LPM04FO023;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Serra de Lingotes Franho;;Serra;#NOME?;275;#NOME?;LPM04SR004;Franho;;;;;N/D;3;cv;220;;;;S/900;;;;;;;;;IPT azul-22533 e IPT cinza-004928;Corte de lingotes;;Em funcionamento;29/09/2022;LPM04SR001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Aspirador de Pó ASPÓ;;Aspirador;#NOME?;276;#NOME?;LPM04AS001;ASPÓ;;;;;N/D;;;220;;;;800;;;;;;;;;IPT cinza-004889 e IPT azul-04815;Aspirador de pó;;Em funcionamento;29/09/2022;LPM04AS002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Bomba de água de diafragma OMEL;;Bomba;#NOME?;277;#NOME?;LPM04BB001;Omel;;;;;N/D;;;;;;;DMD/G1 VA 897;;;;;BRASILEIRA;2012;;;IPT cinza-016202;Bomba de aumento de pressão de água;;Obsoleto;29/09/2022;LPM04BB002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Registrador de Temperatura ECIL Melt-Therm;;Outros;#NOME?;278;#NOME?;LPM04XX006;ECIL;;;;;N/D;;;;;;;Melt-Therm;;;;;BRASILEIRA;;;"Preenchido ""sem número""";sem número;Registro de temperaturas do forno a vácuo;;Em funcionamento;29/09/2022;LPM04XX007;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Mezanino;;Celox Multi-Lab;;Outros;#NOME?;279;#NOME?;LPM04XX007;Heraeus Electro-Nite;;;;;N/D;;;100;240;;;ML-CX/EL, série-22340;;;;;;2004;;;83448 e 000637;Medidor de oxigenio em banho metálico;;Obsoleto.Saiu de fabricação juntamente com seus componentes.;29/09/2022;LPM04XX008;Ano de FABRICAÇÃO, não de aquisição! Equipamento portátil, peso=9kg, dimensões: 50 x 20 x 35cm, possui lança metálica de 5m e peso=10kg, obs.: equipamento emprestado em 2017 ao Albertin/Levi.;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Balança de Digi-Tron de Piso Heroult;;Balança;#NOME?;280;#NOME?;LPM04BL010;Digi-Tron;;;;;N/D;;;85;250;;;2 tons.;2;ton;;;Brasileira;2013;Intercement;;4780;Pesagens diversas;;Em funcionamento;29/09/2022;LPM05BL001;Plataforma de piso;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Balança Digi-Tron Suspensa-Heroult;;Balança;#NOME?;281;#NOME?;LPM04BL011;Digi-Tron;;;;;N/D;;;12;;;DC;5 tons.;;;;;Brasileira;2013;Intercement;;4779;Pesagens diversas;;;29/09/2022;LPM05BL002;Pesos suspensos por ponte rolante;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Serra de refratario do Heroult;;Serra;#NOME?;282;#NOME?;LPM04SR005;Husqvarna;;;;;N/D;2,2;cv;220;;;;TS 350 E;;;;;Brasileira;2013;Intercement;"Preenchido ""sem número""";sem número;Corte de refratários;;Em funcionamento;29/09/2022;LPM05SR001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Empilhadeira Toyota ;;Empilhadeira;#NOME?;283;#NOME?;LPM04EP001;Toyota;;;;;N/D;;;;;;;4FG-20;2;ton;;;Brasileira;1990;;;31402;Transporte e movimentação de cargas;;Em Manutenção;29/09/2022;LPM05EP001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Térreo;;Sistema de moldagem areia/resina;;Outros;#NOME?;284;#NOME?;LPM04XX008;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;4;Galpão;;compressor de ar schulz interno;;compressor;#NOME?;285;#NOME?;LPM04CP001;schulz;;;;;omar;;;220;;;;msv 30 max 350;;;;;brasileira;;;;38720 e 004913;compressor de ar;;Em funcionamento;11/11/2022;LPM04CP001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Fornos de fusão;;Forno de indução ao ar com capacidade até 500 kg de aço;;Forno;#NOME?;286;#NOME?;LPM05FO001;;;;;;N/D;;;;;;;Pillar;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Fornos de fusão;;Forno de indução ao ar com capacidade até 50 kg de aço;;Forno;#NOME?;287;#NOME?;LPM05FO002;;;;;;N/D;;;;;;;Inducto;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Fornos de fusão;;Muflas;;Forno;#NOME?;288;#NOME?;LPM05FO003;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Fornos para tratamentos térmicos;;Indução;;Forno;#NOME?;289;#NOME?;LPM05FO004;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Fornos para tratamentos térmicos;;Tubular a vácuo ou atmosfera de H2;;Forno;#NOME?;290;#NOME?;LPM05FO005;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Fornos para tratamentos térmicos;;Forno rotativo (até 1700°C);;Forno;#NOME?;291;#NOME?;LPM05FO006;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Fornos para tratamentos térmicos;;Injetora de alumínio - força de fechamento 210 kN, pressão de injeção 140 bar, curso pistão 50 mm;;Outros;#NOME?;292;#NOME?;LPM05XX001;Frech;;;;;N/D;;;;;;;QC210;;;;;Alemanha;2014;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Injetora de Alumínio;;Forno dosador com capacidade de 600 kg de Al;;Forno;#NOME?;293;#NOME?;LPM05FO007;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Injetora de Alumínio;;Manipulador de peças até 4 kg com sensores para falha de enchimento;;Robô;#NOME?;294;#NOME?;LPM05RB001;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Injetora de Alumínio;;Forno de fusão com desgaseificador;;Forno;#NOME?;295;#NOME?;LPM05FO008;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Térreo;;Unidade fundição de precisão por cera perdida;;Outros;#NOME?;296;#NOME?;LPM05XX002;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Térreo;;Máquina centrífuga horizontal com capacidade de 100 kg;;Centrifuga;#NOME?;297;#NOME?;LPM05CE001;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Térreo;;Equipamentos de ensaio de fadiga térmica;;Outros;#NOME?;298;#NOME?;LPM05XX003;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;5;Térreo;;Aquecedor de panelas com queimador a gás natural (capacidade para pré-aquecer panelas com capacidade de conter até 1 tonelada de aço);;Outros;#NOME?;299;#NOME?;LPM05XX004;;;;;;N/D;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Copa;;Geladeira;;Refrigerador;#NOME?;300;#NOME?;LPM10RE001;Consul;;;;;N/D;112;W;127;;;;CBR39ABANA;;;;;Brasileira;;BNDES;;3909;armazenamento e preservação de amostras e reagentes;;Em Funcionamento;09/09/2022;LPM10RE001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Galpão Moagem;;Moinho de bolas**;;Moinho;#NOME?;301;#NOME?;LPM10MO001;IPT;;;;;N/D;;;;;;;;50 kg/batelada;;;;Brasileira;;Ativo IPT;;;Moer amostras;;;28/10/2022;LPM10MO018;Item Repitido;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Armário da Bancada;Agitador Magnético c/ aquecimento;;Agitador;#NOME?;302;#NOME?;LPM10AG001;Tecnal;;;;;Francisco;452;W;220;220;;;TE 0851;;;;;Brasileira;;;IPT geral;3914;Agitar amostras;;Em Funcionamento;09/09/2022;LPM10AG001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Armário da Bancada;Agitador Magnético c/ aquecimento;;Agitador;#NOME?;303;#NOME?;LPM10AG002;Tecnal;;;;;N/D;452;W;220;;;;TE 0851;;;;;Brasileira;;;;;Agitar amostras;;Não encontrado;28/10/2022;;Equipamento não encontrado;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Analisador tamanho de partículas;;Analisador Particulas;#NOME?;304;#NOME?;LPM10AP001;Shimadzu;;;;;N/D;;;110;;;;SA-CP2-20;;;;;Japonesa ;1991;JICA 1985;;1832;Determinar microgranulometrias;;Em Funcionamento;09/09/2022;LPM10AP001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Bomba à vacuo;;Bomba;#NOME?;305;#NOME?;LPM10BB001;Tecnal;;;;;Francisco;150;W;220;220;;;TE-058;15;Litros/Minutos;;;Brasileira;;;IPT geral;3912;Filtrar soluções;;Em Funcionamento;25/11/2022;LPM10BB002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Capela;;Capela;#NOME?;306;#NOME?;LPM10CA001;Quimis;;;;;Francisco;300;W;220;;;;Q 216-23;;;;;Brasileira;;Moderniza;;3908;Manipulação de produtos voláteis e com odores;;Aguardando instalação;09/09/2022;LPM10CA001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Lava-louças;;Lavadora;#NOME?;307;#NOME?;LPM10LV001;Futura;;;;;Francisco;1400;W;110;;;Água;Karcher K330MP;;;;;Brasileira;;Ativo IPT;;;Lavagem de vidrarias ;;Aguardando instalação;09/09/2022;LPM10LV001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Mesa agitadora;;Agitador;#NOME?;308;#NOME?;LPM10AG003;Quimis;;;;;Francisco;;;220;;;;Q225M;5500;RPM;;;;;BNDES;IPT geral;3917;agitar materiais em solução;Não aplicável ;Em Funcionamento;16/09/2022;LPM10AG003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;pHmetro;;Phmetro;#NOME?;309;#NOME?;LPM10PH001;Digmed;;;;;Francisco;2,5;VA;110;240;;;DM-22;;;;;;;BNDES;IPT geral;3906;Medir Ph   ;;Em funcionamento;16/09/2022;LPM10PH001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Viscosimetro;;Outros;#NOME?;310;#NOME?;LPM10XX001;Quimis;;;;;Francisco;15;W;90;240;;;Q860M26;;;;;Brasileira;2012;;IPT geral;13120;Medir viscosidade;;Faltando fonte de energia;16/09/2022;LPM10XX001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Zetâmetro;;Outros;#NOME?;311;#NOME?;LPM10XX002;Malvern;;;;;Francisco;150;W;100;240;;;Zen 3600;;;;;;2010;BNDES;IPT geral;3904;Determinação de granulometria e potencial zeta de nanopartículas;;Aguardando instalação;16/09/2022;LPM10XX002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Balança de precisão;;Balança;#NOME?;312;#NOME?;LPM10BL001;Ohaus;;;;;Francisco;6;W;100;240;Monofásico;;ARC 120;;;;;;;;IPT geral;3795;Pesagem  ;;Em funcionamento;16/09/2022;LPM10BL001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Balança determinadora de umidade;;Balança;#NOME?;313;#NOME?;LPM10BL002;Ohaus;;;;;Francisco;;;100;120;Monofásico;;MB45;;;;;;;Moderniza;IPT geral;3620;determinação rápida de umidade ;;Em funcionamento;16/09/2022;LPM10BL003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Mesa;Porosimetro;;Outros;#NOME?;314;#NOME?;LPM10XX003;Automática Tecnologia S. A.;;;;;Francisco;;;230;230;;;ATPAIP1266;;;;;Brasileira;2012;;;;Medir a porosidade de pelotas de minério de ferro;Sempre antes do uso;Em funcionamento;16/09/2022;LPM10XX004;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Seladora de plásticos;;Seladora;#NOME?;315;#NOME?;LPM10SL001;Tecmaq;;;;;Francisco;;;220;220;;;AP450;;;;;;;IPT;IPT blue;20627;Selar amostras em sacos plásticos;;Em funcionamento;16/09/2022;LPM10SL001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Célula de flotação;;Célula Flotação/Atrição;#NOME?;316;#NOME?;LPM10CF001;DTA Iron Works Ltd.;;;;;Francisco;300;W;100;100;;Monofásico;MS1000G;;;;;Japonesa;1986;JICA 1985;IPT geral;1572;Ensaios de flotação;;Em funcionamento;16/09/2022;LPM10CF001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Célula de flotação;;Célula Flotação/Atrição;#NOME?;317;#NOME?;LPM10CF002;DTA Iron Works Ltd.;;;;;Francisco;200;W;100;100;;Monofásico;M.S.50/150;;;;;Japonesa;1986;JICA 1985;IPT geral;1574;Ensaios de flotação;;Em funcionamento;16/09/2022;LPM10CF002;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Célula de flotação ;;Célula Flotação/Atrição;#NOME?;318;#NOME?;LPM10CF003;DTA Iron Works Ltd.;;;;;Francisco;200;W;100;100;;Monofásico;MS 250/500;;;;;Japonesa;1986;JICA 1985;IPT geral;1573;Ensaios de flotação;;Em funcionamento;16/09/2022;LPM10CF003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Célula de flutuação;;Célula Flotação/Atrição;#NOME?;319;#NOME?;LPM10CF004;Ohta kikai Seisakusho;;;;;Francisco;400;W;100;100;;Monofásico;Agitair;;;;;Japonesa;1989;JICA ;IPT blue;19525;Ensaios de flotação;;Em funcionamento;16/09/2022;LPM10CF004;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Célula de atrição;;Célula Flotação/Atrição;#NOME?;320;#NOME?;LPM10CF005;Luferco;;;;;Francisco;;;220;220;;;80584;;;;;;;Ativo IPT;IPT geral;37192;limpeza de grãos por atrição;Não Aplicável;Em funcionamento;16/09/2022;LPM10CF005;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 01 - Flotação;Bancada;Célula de atrição;;Célula Flotação/Atrição;#NOME?;321;#NOME?;LPM10CF006;Denver;;;;;Francisco;;;;;;;D1;;;;;;;;IPT geral;6632;limpeza de grãos por atrição;;;16/09/2022;LPM10CF006;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 02 - Sala de Peneiras;Armário da Bancada;Banho de Areia;;Banho;#NOME?;322;#NOME?;LPM10BA001;Quimis;;;;;N/D;2000;W;220;;;;Q-302-2;;;;;Brasileira;2007;Petrobras;;6683;Aquecimento;;Em Funcionamento;09/09/2022;LPM10BA001;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 02 - Sala de Peneiras;Bancada;Bomba à vacuo;;Bomba;#NOME?;323;#NOME?;LPM10BB002;Tecnal;;;;;N/D;150;W;220;;;;TE-058;;;;;Brasileira;;;;3911;Filtrar soluções;;Em Funcionamento;09/09/2022;LPM10BB003;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LPM;10;Laboratório 02 - Sala de Peneiras;Bancada;Ultra-som;;Ultrassom;#NOME?;324;#NOME?;LPM10UL001;Thorton;;;;;Filipe;200;W;110;110;Monofásico;;T50;;;;;;;Ativo IPT;IPT geral;6675;lavagem de bolas;Não aplicável;Em funcionamento;16/09/2022;LPM10UL001;;;
